,OPEID,INSTNM,CITY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,region,ADM_RATE,UGDS,CURROPER,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,C150_4,C150_L4,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,DEBT_MDN,Year,NetPrice,Cost
0,02295000,Everest College-Phoenix,Phoenix,2,1,3,3,6.0,0.4465,5662.0,False,,,29445.0,,19476.0,7148.0,3589.0,0.75,0.4075,,0.4333,,0.0,,0.8226,,0.321678321678,0.294342021615,0.012078830261,9495.0,2010,,29445.0
1,01293700,Empire Beauty School-Paradise Valley,Phoenix,1,1,1,3,6.0,,86.0,False,,,,34124.0,8740.0,10208.0,,,,0.48,,0.6087,,0.25,0.9884,,0.435897435897,0.25641025641,0.0,10556.0,2010,,34124.0
2,00886500,Empire Beauty School-Tucson,Tucson,2,1,1,3,6.0,,149.0,False,,,,35121.0,9033.0,7898.0,,,,0.7025,,0.5,,0.7619,0.9590000000000001,,0.653958944282,0.196480938416,,9864.5,2010,,35121.0
3,00107000,Thunderbird School of Global Management,Glendale,1,1,4,2,6.0,,2.0,False,,,,,49859.0,33004.0,10567.0,0.6301,,,,,,,0.0,,,0.0,0.0,,2010,,
4,01084700,Arizona Automotive Institute,Glendale,1,1,1,3,6.0,,1734.0,False,,,,40920.0,6291.0,1485.0,,,,0.5725,,0.5875,,,0.8096,,0.533596837945,0.355731225296,0.0,13000.0,2010,,40920.0
5,02561900,Brillare Hairdressing Academy,Scottsdale,1,1,1,3,6.0,,252.0,False,,,,23465.0,6997.0,3720.0,,,,0.7534,,0.8772,,,0.7178,,0.754838709677,0.096774193548,0.0,10570.0,2010,,23465.0
6,00945100,Brown Mackie College-Tucson,Tucson,6,2,3,3,6.0,,800.0,False,,16540.0,22010.0,,8551.0,2256.0,4318.0,0.217,0.3409,,0.0,,,,0.8555,,0.243523316062,0.269430051813,,8930.0,2010,16540.0,22010.0
7,01180800,Empire Beauty School-Flagstaff,Flagstaff,3,1,1,3,6.0,,31.0,False,,,,34479.0,9029.0,8215.0,,,,0.5957,,0.6364,,,0.9537,,0.654362416107,0.167785234899,0.0,10556.0,2010,,34479.0
8,01180801,Empire Beauty School-Chandler,Chandler,3,1,1,3,6.0,,138.0,False,,,,35770.0,8294.0,7738.0,,,,0.6582,,0.6957,,0.36,0.9836,,0.654362416107,0.167785234899,0.0,10556.0,2010,,35770.0
9,02263100,Anthem College-Phoenix,Phoenix,7,1,3,3,6.0,,1748.0,False,,,,55995.0,6327.0,3357.0,3442.0,0.0902,0.5736,,0.6204,,,,0.7665,,0.433965348153,0.30173259235,0.007191892775,7895.0,2010,,55995.0
10,01218400,International Academy of Hair Design,Chandler,1,1,1,3,6.0,,240.0,False,,,,27915.0,8406.0,4475.0,,,,0.7167,,0.8364,,,0.3973,,0.60162601626,0.162601626016,,7000.0,2010,,27915.0
11,02521500,Lamson College,Tempe,1,1,2,3,6.0,,258.0,False,,,,19660.0,12173.0,2598.0,3282.0,0.2941,,0.4783,,0.875,,,0.5322,,0.560975609756,0.248337028825,0.0,8700.5,2010,,19660.0
12,02071200,Kaplan College-Phoenix,Phoenix,1,1,2,3,6.0,,644.0,False,,,,63185.0,8444.0,2164.0,4230.0,0.325,,0.4422,,0.5223,,,0.7323,,0.525773195876,0.230240549828,,9500.0,2010,,63185.0
13,02192300,Maricopa Beauty College LLC,Avondale,1,1,1,3,6.0,,137.0,False,,,,22707.0,3629.0,596.0,,,,0.8,,0.9762,,0.9259,0.2987,,0.753424657534,,0.0,5500.0,2010,,22707.0
14,02220300,Empire Beauty School-NW Phoenix,Glendale,1,1,1,3,6.0,,204.0,False,,,,35490.0,8522.0,7831.0,,,,0.5983,,0.3846,,0.6429,0.9777,,0.561403508772,0.245614035088,0.0,9500.0,2010,,35490.0
15,02260400,Bee Jays Academy,Little Rock,2,1,1,3,5.0,,42.0,False,,,,21053.0,2491.0,977.0,,,,0.9286,,0.8261,,0.0,0.4,,,0.0,0.0,5481.0,2010,,21053.0
16,02287400,Marsha Kay Beauty College,Mountain Home,1,1,1,3,5.0,,18.0,False,,,,15703.0,817.0,805.0,,,,1.0,,0.8,,,0.0,,,0.0,0.0,,2010,,15703.0
17,00932500,Abram Friedman Occupational Center,Los Angeles,1,1,1,1,8.0,,10801.0,False,,,,4329.0,24.0,736.0,,,,0.2446,,0.8015,,0.8427,0.0,,,,,,2010,,4329.0
18,01112100,Everest College-Hayward,Hayward,1,1,1,3,8.0,,420.0,False,,,,29112.0,13440.0,7085.0,,,,0.518,,0.6337,,,0.7032,,0.671348314607,0.185393258427,0.0,9500.0,2010,,29112.0
19,02180600,Bridges Academy of Beauty,Barstow,1,1,1,3,8.0,,26.0,False,,,,16342.0,1344.0,521.0,,,,0.7143,,1.0,,,0.2759,,,,0.0,,2010,,16342.0
20,00112100,Bethany University,Scotts Valley,1,3,4,2,8.0,0.6163,361.0,False,,16129.0,28850.0,,11215.0,8981.0,1727.0,0.2941,0.4433,,0.3699,,0.0,,0.2458,,0.272727272727,0.145454545455,0.060606060606,11000.0,2010,16129.0,28850.0
21,02332808,CET-Gilroy,Gilroy,16,1,1,2,8.0,,198.0,False,,,,16082.0,4696.0,5856.0,,,,0.8571,,0.84,,,0.2041,,0.563122053431,0.116291251964,,4267.0,2010,,16082.0
22,02147400,Cleveland Chiropractic College of Los Angeles,Los Angeles,1,3,4,2,8.0,0.0,80.0,False,,19691.0,25407.0,,9522.0,5041.0,5992.0,0.5319,0.5,,0.875,,,,0.9875,,0.666666666667,,,11696.0,2010,19691.0,25407.0
23,00722900,Western Beauty Institute,Panorama City,1,1,1,3,8.0,,758.0,False,,,,25860.0,2615.0,98.0,,,,0.5844,,0.7055,,0.6364,0.7242,,0.514834205934,0.22687609075,0.0,4990.0,2010,,25860.0
24,02174600,Marinello Schools of Beauty-Bell,Bell,1,1,1,3,8.0,,192.0,False,,,,27299.0,5084.0,2277.0,,,,0.6333,,0.7193,,,0.7807,,0.655737704918,0.196721311475,0.0,8025.0,2010,,27299.0
25,02241600,San Diego Continuing Education,San Diego,1,1,1,1,8.0,,4259.0,False,,,,,774.0,6278.0,,,,,,0.3226,,0.0729,0.0,,,,,,2010,,
26,01265100,Marinello Schools of Beauty-City of Industry,City of Industry,1,1,1,3,8.0,,164.0,False,,,,28009.0,7373.0,3303.0,,,,0.617,,0.6923,,0.6923,0.7525,,0.725663716814,0.088495575221,0.0,5902.0,2010,,28009.0
27,02234300,Fashion Careers College,San Diego,1,2,2,3,8.0,,83.0,False,,24036.0,31027.0,,14258.0,2906.0,,1.0,,0.8158,,0.84,,,0.6613,,0.62962962963,0.234567901235,0.0,10830.0,2010,24036.0,31027.0
28,01202700,Galen College of Medical and Dental Assistants,Fresno,1,1,1,3,8.0,,127.0,False,,,,25780.0,5493.0,4097.0,,,,0.7154,,,,,0.4663,,0.789743589744,0.102564102564,0.0,8020.0,2010,,25780.0
29,00747700,Heald College-Rancho Cordova,Rancho Cordova,1,2,2,3,8.0,0.8257,1452.0,False,,20356.0,25632.0,,9975.0,2865.0,4695.0,0.4627,,0.6757,,0.5985,,0.529,0.7514,,0.190099009901,0.427722772277,,11000.0,2010,20356.0,25632.0
30,00809300,Heald College-Fresno,Fresno,1,2,2,3,8.0,0.6637,2077.0,False,,18776.0,23567.0,,9664.0,2218.0,3834.0,0.2766,,0.3092,,0.5751,,0.5415,0.7929999999999999,,0.232558139535,0.380813953488,,9500.0,2010,18776.0,23567.0
31,02593200,Heald College-San Jose,Milpitas,1,2,2,3,8.0,0.8871,1680.0,False,,20721.0,25449.0,,10106.0,2106.0,4597.0,0.5,,0.2796,,0.6346,,0.6309,0.8272,,0.406837606838,0.328205128205,,12253.0,2010,20721.0,25449.0
32,00723400,Heald College-San Francisco,San Francisco,3,2,2,3,8.0,0.8354,1541.0,False,,20223.0,24279.0,,9770.0,2795.0,4509.0,0.4559,,0.2404,,0.5556,,0.5806,0.7932,,0.31475748194,0.418988648091,0.019607843137,11128.0,2010,20223.0,24279.0
33,02187500,Heald College-Concord,Concord,1,2,2,3,8.0,0.872,1775.0,False,,19495.0,23831.0,,10520.0,2463.0,4367.0,0.3846,,0.2412,,0.6063,,0.5969,0.7717,,0.254113345521,0.404021937843,,12308.0,2010,19495.0,23831.0
34,02312400,LA College International,Los Angeles,1,2,3,3,8.0,,530.0,False,,,,42892.0,4313.0,1161.0,,0.049,0.2348,,0.1429,,,,0.5624,,0.44,0.37,0.0,7754.5,2010,,42892.0
35,02327600,The Art Institute of California-San Diego,San Diego,1,3,3,3,8.0,0.3452,2184.0,False,,20703.0,29202.0,,16970.0,3546.0,5386.0,0.4683,0.441,,0.6084,,0.28,,0.8016,,0.367346938776,0.26612244898,0.044081632653,15296.0,2010,20703.0,29202.0
36,00723602,The Art Institute of California-San Francisco,San Francisco,5,3,4,3,8.0,0.3218,1637.0,False,,25755.0,32018.0,,17642.0,4582.0,5560.0,0.2049,0.3843,,0.5906,,0.4186,,0.8248,,0.294251824818,0.288321167883,0.055200729927,12667.0,2010,25755.0,32018.0
37,01231600,Manchester Beauty College,Fresno,1,1,1,3,8.0,,118.0,False,,,,24142.0,5751.0,6606.0,,,,0.6,,0.6154,,0.7021,0.0,,,,,,2010,,24142.0
38,01231700,Tulare Beauty College,Tulare,1,1,1,3,8.0,,77.0,False,,,,24244.0,4526.0,4776.0,,,,0.6154,,0.7619,,0.6667,0.3154,,,,0.0,,2010,,24244.0
39,01036800,Mennonite Brethren Biblical Seminary,Fresno,1,4,4,2,8.0,,,False,,,,,9635.0,12076.0,6202.0,0.5556,,,,,,,,,,,,,2010,,
40,01102400,Everest College-San Francisco,San Francisco,2,1,1,3,8.0,,542.0,False,,,,24817.0,13511.0,6390.0,,,,0.6528,,0.6561,,,0.7147,,0.606403940887,0.239901477833,,9500.0,2010,,24817.0
41,01110900,Everest College-Reseda,Reseda,2,1,1,3,8.0,,864.0,False,,,23485.0,,12967.0,4804.0,4027.0,0.4643,,0.7494,,0.7285,,,0.809,,0.770194986072,0.137883008357,0.0,9500.0,2010,,23485.0
42,00760600,Everest College-LA Wilshire,Los Angeles,1,1,1,3,8.0,0.8021,341.0,False,,,24898.0,,15297.0,5994.0,4054.0,0.6364,,0.5933,,0.6970000000000001,,,0.727,,0.671794871795,0.220512820513,0.0,9500.0,2010,,24898.0
43,01206100,Everest College-San Jose,San Jose,1,1,1,3,8.0,,522.0,False,,,,25797.0,14407.0,4986.0,,,,0.6683,,0.6923,,,0.6779,,0.776722090261,0.125890736342,0.0,9500.0,2010,,25797.0
44,01112300,Everest College-Gardena,Gardena,2,1,1,3,8.0,,758.0,False,,,29382.0,,13305.0,4330.0,4641.0,0.4167,,0.6857,,0.7344,,,0.7557,,0.643598615917,0.199307958478,,9500.0,2010,,29382.0
45,00809000,Everest College-Alhambra,Alhambra,2,1,1,3,8.0,0.9185,727.0,False,,,,26592.0,14306.0,6114.0,,,,0.7385,,0.7525,,,0.7644,,0.729817007535,0.157158234661,0.0,9500.0,2010,,26592.0
46,00449400,Everest College-San Bernardino,San Bernardino,1,1,2,3,8.0,,847.0,False,,,22828.0,,14505.0,5746.0,3314.0,0.5476,,0.5983,,0.51,,0.2857,0.7667,,0.706106870229,0.180661577608,0.0,9500.0,2010,,22828.0
47,02184900,Palmer College of Chiropractic-San Jose,San Jose,1,4,4,2,8.0,,,False,,,,,8246.0,4568.0,5903.0,0.6957,,,,,,,,,1.0,0.0,0.0,,2010,,
48,02255600,Marinello Schools of Beauty-Paramount,Paramount,1,1,1,3,8.0,,212.0,False,,,,33745.0,4914.0,2201.0,,,,0.5172,,0.6471,,1.0,0.7409,,0.509090909091,0.254545454545,0.0,6929.0,2010,,33745.0
49,00449000,Patten University,Oakland,1,3,4,2,8.0,,1087.0,False,,18029.0,26513.0,,4799.0,2210.0,3346.0,0.2154,0.46,,0.5870000000000001,,0.625,,0.3447,,0.229299363057,0.184713375796,,9500.0,2010,18029.0,26513.0
50,01291100,Marinello Schools of Beauty-Huntington Beach,Huntington Beach,1,1,1,3,8.0,,120.0,False,,,,26151.0,5274.0,2363.0,,,,0.6154,,0.6667,,0.9,0.7188,,0.511627906977,0.197674418605,0.0,6305.5,2010,,26151.0
51,00719000,Wyotech-Fremont,Fremont,1,1,2,3,8.0,0.8804,2015.0,False,,,33231.0,,11559.0,5590.0,4628.0,0.8696,,0.5244,,0.6839,,,0.7859999999999999,,0.627630375114,0.277218664227,,9500.0,2010,,33231.0
52,04049300,Maxine Waters Employment Preparation Center,Los Angeles,1,1,1,1,8.0,,1362.0,False,,,,17616.0,113.0,4566.0,,,,0.5452,,0.9767,,0.9690000000000001,0.0,,,,0.0,,2010,,17616.0
53,01083200,Western State University-College of Law-Argosy,Fullerton,1,4,4,3,8.0,,,False,,,,,11261.0,5789.0,10200.0,1.0,,,,,,,,,,,,,2010,,
54,03013100,Boulder College of Massage Therapy,Boulder,1,1,2,2,7.0,,152.0,False,,25681.0,28492.0,,15690.0,6030.0,3689.0,0.1364,,0.9333,,0.7273,,,0.7114,,0.827586206897,,0.0,12815.0,2010,25681.0,28492.0
55,01070900,Empire Beauty School-Lakewood,Lakewood,1,1,1,3,7.0,,89.0,False,,,,42292.0,8321.0,5608.0,,,,0.56,,0.4091,,0.0,0.9764,,0.425531914894,0.212765957447,0.0,11630.5,2010,,42292.0
56,02188700,Denver Academy of Court Reporting,Westminster,1,2,2,3,7.0,,145.0,False,,19050.0,21797.0,,5976.0,2514.0,3212.0,0.4444,,0.2,,0.0,,,0.9184,,,0.425,,8537.0,2010,19050.0,21797.0
57,00754700,Lincoln College of Technology-Denver,Denver,1,2,2,3,7.0,,1233.0,False,,,,65501.0,10647.0,3192.0,3725.0,1.0,,0.3676,,0.6275,,,0.7711,,0.398826979472,0.404692082111,0.0,13627.0,2010,,65501.0
58,02160600,Empire Beauty School-Thornton,Thornton,1,1,1,3,7.0,,146.0,False,,,,40624.0,8931.0,5613.0,,,,0.4462,,0.537,,0.8462,0.9764,,0.517482517483,0.356643356643,0.0,12000.0,2010,,40624.0
59,02115100,Butler Business School Inc,Bridgeport,1,1,1,3,1.0,,300.0,False,,,,31575.0,5692.0,1441.0,,,,0.5389,,0.7241,,,0.6173,,0.491329479769,0.341040462428,0.0,10488.0,2010,,31575.0
60,02228800,Lincoln Technical Institute-East Windsor,East Windsor,1,1,1,3,1.0,,1609.0,False,,,,34268.0,21633.0,5744.0,,,,0.7292,,0.8763,,0.6364,0.5065,,0.757952973721,0.146611341632,0.0,12000.0,2010,,34268.0
61,01287700,Sanford-Brown College-Farmington,Farmington,1,2,2,3,1.0,,147.0,False,,,,,20093.0,11267.0,3870.0,0.0606,,0.4012,,,,,0.8929,,0.432432432432,0.354954954955,,9500.0,2010,,
62,01291300,The Leon Institute of Hair Design,Bridgeport,1,1,1,3,1.0,,50.0,False,,,,17149.0,2553.0,1050.0,,,,0.6923,,0.8,,0.6667,0.0,,0.0,0.0,0.0,,2010,,17149.0
63,03079400,Lyme Academy College of Fine Arts,Old Lyme,1,3,3,2,1.0,0.9792,75.0,False,,20980.0,32792.0,,18261.0,10049.0,4469.0,0.3462,0.6667,,0.8182,,,,0.5938,,0.625,,,22125.0,2010,20980.0,32792.0
64,01195000,Corcoran College of Art and Design,Washington,1,3,4,2,2.0,0.43200000000000005,402.0,False,,27304.0,44359.0,,26111.0,9585.0,5782.0,0.1503,0.5455,,0.8194,,1.0,,0.3792,,0.279220779221,0.155844155844,,16000.0,2010,27304.0,44359.0
65,02279200,Dudley Beauty College,Washington,1,1,1,3,2.0,,94.0,False,,,,17926.0,5733.0,909.0,,,,0.9149,,0.9444,,0.95,0.7273,,,,,3500.0,2010,,17926.0
66,02156700,Florida Christian College,Kissimmee,1,3,3,2,5.0,0.3258,303.0,False,,20225.0,22896.0,,10127.0,5139.0,4807.0,0.4444,0.3889,,0.7843,,0.6667,,0.636,,0.34375,,,11000.0,2010,20225.0,22896.0
67,00814600,Everest University-Pompano Beach,Pompano Beach,2,1,4,3,5.0,0.9682,1427.0,False,,,23759.0,,19395.0,7016.0,2091.0,0.5476,0.2641,,0.2,,0.0,,0.7885,,0.41368286445,0.304987212276,0.020460358056,9500.0,2010,,23759.0
68,02293202,ATI College of Health,Miami,4,1,2,3,5.0,,1587.0,False,,,,79741.0,6350.0,1849.0,3824.0,0.6,,0.3772,,0.6111,,,1.0,,0.564417177914,0.276073619632,0.0,9502.5,2010,,79741.0
69,02148300,Manhattan Hairstyling Academy,Tampa,2,1,1,3,5.0,,592.0,False,,,,26101.0,9040.0,2975.0,,,,0.6028,,0.6601,,,0.8349,,0.368327402135,0.329181494662,,7450.0,2010,,26101.0
70,02156300,Margate School of Beauty Inc,Margate,1,1,1,3,5.0,,295.0,False,,,,16699.0,3076.0,1100.0,,,,0.5945,,0.7798,,0.0,0.0627,,0.0,0.0,0.0,5034.0,2010,,16699.0
71,00758600,Remington College-Tampa Campus,Tampa,2,1,3,3,5.0,,267.0,False,,,24890.0,,8834.0,2840.0,3108.0,0.5172,0.4309,,0.6636,,,,0.7094,,0.531063829787,0.257872340426,0.0,9500.0,2010,,24890.0
72,02121800,Everest Institute-North Miami,Miami,2,1,2,3,5.0,,1014.0,False,,,24412.0,,13388.0,5765.0,2330.0,0.8333,,0.5056,,0.5652,,0.5556,0.799,,0.530113297555,0.272510435301,0.006559332141,9500.0,2010,,24412.0
73,02121801,Everest Institute-Hialeah,Hialeah,2,1,2,3,5.0,,894.0,False,,,23174.0,,14156.0,6391.0,2924.0,0.5682,,0.4902,,0.5328,,0.375,0.7886,,0.530113297555,0.272510435301,0.006559332141,9500.0,2010,,23174.0
74,02280800,Lincoln College of Technology-West Palm Beach,West Palm Beach,1,1,3,3,5.0,,2690.0,False,,16456.0,23844.0,,4596.0,2296.0,4362.0,0.358,0.5861,,0.6,,,,0.7352,,0.543741588156,0.28532974428,,10312.5,2010,16456.0,23844.0
75,02305700,Fortis College-Tampa,Tampa,1,1,2,3,5.0,,291.0,False,,22297.0,24394.0,,6613.0,3596.0,5319.0,1.0,,0.6333,,0.8966,,,0.7956,,0.554347826087,0.20652173913,0.0,14571.0,2010,22297.0,24394.0
76,04134900,Orange Park International School of Beauty,Orange Park,1,1,1,3,5.0,,57.0,False,,,,22596.0,4787.0,707.0,,,,0.8193,,0.7368,,0.6667,0.4595,,,,,4950.0,2010,,22596.0
77,02293201,ATI Career Training Center-Miami,Miami,4,1,1,3,5.0,,1334.0,False,,,,28704.0,6835.0,1535.0,,,,0.6006,,0.6064,,,0.5671,,0.564417177914,0.276073619632,0.0,9502.5,2010,,28704.0
78,02293200,ATI Career Training Center-Oakland Park,Oakland Park,4,1,1,3,5.0,,1663.0,False,,,,33642.0,6582.0,1536.0,,,,0.5635,,0.6485,,,0.882,,0.564417177914,0.276073619632,0.0,9502.5,2010,,33642.0
79,00153400,Everest University-Tampa,Tampa,3,1,4,3,5.0,,1766.0,False,,,23309.0,,14635.0,5359.0,1681.0,0.617,0.2636,,1.0,,0.6,,0.8368,,0.184724983433,0.426938369781,0.03943008615,9500.0,2010,,23309.0
80,02599800,Everest University-Largo,Largo,3,1,4,3,5.0,0.757,792.0,False,,,29786.0,,15692.0,6635.0,2430.0,0.5435,0.2479,,,,0.5,,0.7698,,0.305555555556,0.420977011494,0.021551724138,9500.0,2010,,29786.0
81,02215900,ATI Career Training Center-Fort Lauderdale,Fort Lauderdale,1,1,1,3,5.0,,911.0,False,,,,25790.0,5154.0,1507.0,3742.0,0.8667,,0.5196,,0.4695,,,0.7535,,0.416988416988,0.328185328185,0.0,8644.0,2010,,25790.0
82,02502700,United Education Institute,Jacksonville,3,1,1,3,5.0,,1013.0,False,,,,23648.0,6383.0,1117.0,,,,0.6165,,,,,0.5053,,0.61257976299,0.215132178669,,9309.0,2010,,23648.0
83,00155200,Augusta State University,Augusta,1,3,4,1,5.0,0.6101,5628.0,False,7901.0,,13000.0,,3897.0,5311.0,6053.0,0.5449,0.2311,,0.6856,,0.3457,,0.4344,,0.196920583468,0.159643435981,0.155591572123,11000.0,2010,7901.0,13000.0
84,00156700,Gainesville State College,Oakwood,1,2,3,1,5.0,0.8319,8620.0,False,7487.0,,11671.0,,2452.0,3185.0,4856.0,0.5112,0.1313,,0.75,,1.0,,0.2638,,0.117694805195,0.148538961039,0.064935064935,5251.0,2010,7487.0,11671.0
85,02279500,Heart of Georgia Technical College,Dublin,1,1,2,1,5.0,,1532.0,False,10023.0,,15720.0,,1748.0,4279.0,4681.0,0.2434,,0.3826,,0.5467,,0.3188,0.0,,0.037135278515,0.029177718833,0.114058355438,,2010,10023.0,15720.0
86,02508600,Middle Georgia Technical College,Warner Robins,1,1,2,1,5.0,,3868.0,False,-710.0,,5813.0,,1618.0,3501.0,4359.0,0.4348,,0.5455,,0.49700000000000005,,0.3791,0.0,,0.020134228188,0.045302013423,0.06711409396,4306.0,2010,-710.0,5813.0
87,00772800,Macon State College,Macon,1,3,3,1,5.0,,6076.0,False,-1749.0,,3368.0,,2200.0,4438.0,5514.0,1.0,0.1236,,0.6642,,0.4762,,0.3578,,0.119165293795,0.192751235585,0.111477210324,9904.0,2010,-1749.0,3368.0
88,02055000,Waycross College,Waycross,1,2,2,1,5.0,,846.0,False,5613.0,,11464.0,,1429.0,3484.0,4466.0,0.4906,,0.1966,,0.5393,,0.4194,0.2386,,,0.127208480565,0.077738515901,5000.0,2010,5613.0,11464.0
89,00723401,Heald College-Honolulu,Honolulu,3,2,2,3,8.0,0.9058,1985.0,False,,17889.0,22092.0,,9851.0,2442.0,4617.0,0.4235,,0.3449,,0.6863,,0.5078,0.7653,,0.31475748194,0.418988648091,0.019607843137,11128.0,2010,17889.0,22092.0
90,00832800,Alvareitas College of Cosmetology-Edwardsville,Edwardsville,2,1,1,3,3.0,,38.0,False,,,,20764.0,5951.0,6051.0,,,,0.88,,0.4167,,0.3333,0.7581,,,,0.0,4750.0,2010,,20764.0
91,02349400,Alvareitas College of Cosmetology-Godfrey,Godfrey,1,1,1,3,3.0,,35.0,False,,,,23253.0,6812.0,7914.0,,,,0.8246,,1.0,,,0.6119,,,,0.0,5500.0,2010,,23253.0
92,02337800,The College of Office Technology,Chicago,1,1,1,3,3.0,,378.0,False,,,,25396.0,589.0,3334.0,3688.0,0.5217,,0.7419,,0.7342,,,0.7235,,0.603571428571,0.260714285714,0.0,9498.0,2010,,25396.0
93,01308700,Capri Garfield Ridge School of Beauty Culture,Chicago,1,1,1,3,3.0,,129.0,False,,,,33164.0,3983.0,3847.0,,,,0.98,,0.6923,,0.9583,0.8902,,0.417582417582,,0.0,8153.5,2010,,33164.0
94,02599500,Empire Beauty School-Hanover Park,Hanover Park,1,1,1,3,3.0,,93.0,False,,,,35432.0,9673.0,8042.0,,,,0.6136,,0.4783,,0.4615,0.9657,,0.533333333333,0.222222222222,0.0,9500.0,2010,,35432.0
95,02527600,Lexington College,Chicago,1,3,3,2,3.0,0.4848,55.0,False,,20634.0,35350.0,,15129.0,13046.0,5555.0,0.2857,0.25,,0.8889,,,,0.7895,,,,0.0,10487.5,2010,20634.0,35350.0
96,01031600,Lincoln College of Technology-Melrose Park,Melrose Park,1,1,2,3,3.0,,1705.0,False,,,,42336.0,8386.0,2944.0,4349.0,0.7761,,0.4795,,0.6309,,,0.8402,,0.526468455402,0.295866569978,,9563.0,2010,,42336.0
97,00854500,Rockford Career College,Rockford,1,2,2,3,3.0,,757.0,False,,16217.0,19320.0,,7919.0,2617.0,3783.0,0.2807,,0.4265,,0.9828,,0.3562,0.9109,,0.401146131805,0.320916905444,,19146.5,2010,16217.0,19320.0
98,00175400,Seabury-Western Theological Seminary,Evanston,1,4,4,2,3.0,,,False,,,,,9070.0,39365.0,5776.0,0.6667,,,,,,,,,,,,,2010,,
99,00176100,Springfield College in Illinois,Springfield,1,2,2,2,3.0,,145.0,False,,0.0,,,3672.0,4616.0,4008.0,0.2047,,0.4615,,,,,0.483,,0.251428571429,0.125714285714,0.0,7450.0,2010,0.0,
100,00420300,Good Samaritan Hospital School of Radiologic Technology,Vincennes,1,1,1,1,3.0,0.5556,18.0,False,6078.0,,8720.0,,155.0,11349.0,,,,1.0,,1.0,,,0.6842,,,,,,2010,6078.0,8720.0
101,00842300,Ivy Tech Community College-Northcentral,South Bend,1,2,2,1,3.0,,7577.0,False,11021.0,,15317.0,,1758.0,3425.0,4262.0,0.2319,,0.0547,,0.5467,,0.4574,0.3627,,0.069857697283,0.30659767141,0.055627425614,8696.0,2010,11021.0,15317.0
102,01003800,Ivy Tech Community College-Columbus,Columbus,1,2,2,1,3.0,,4216.0,False,9937.0,,14306.0,,2345.0,3093.0,4928.0,0.2066,,0.0957,,0.5079,,0.3901,0.4084,,0.161538461538,0.291025641026,0.065384615385,8315.0,2010,9937.0,14306.0
103,00992400,Ivy Tech Community College-East Central,Muncie,1,2,2,1,3.0,,8688.0,False,10108.0,,14463.0,,2052.0,3054.0,4663.0,0.1899,,0.0896,,0.5185,,0.4563,0.4099,,0.081287506819,0.316421167485,0.043098745226,8075.0,2010,10108.0,14463.0
104,01004100,Ivy Tech Community College-Kokomo,Kokomo,1,2,2,1,3.0,,5119.0,False,10874.0,,15044.0,,1773.0,2834.0,4076.0,0.2253,,0.07,,0.5827,,0.4442,0.4336,,0.087912087912,0.35964035964,0.060939060939,8904.0,2010,10874.0,15044.0
105,01003900,Ivy Tech Community College-Lafayette,Lafayette,1,2,2,1,3.0,,6758.0,False,10983.0,,15150.0,,1960.0,2934.0,4861.0,0.2263,,0.0939,,0.5155,,0.4844,0.3971,,0.133852691218,0.330028328612,0.021246458924,8413.5,2010,10983.0,15150.0
106,00992600,Ivy Tech Community College-Northeast,Fort Wayne,1,2,2,1,3.0,,10429.0,False,10942.0,,14944.0,,1762.0,2977.0,4826.0,0.2178,,0.0951,,0.486,,0.4516,0.4737,,0.097414589104,0.364727608495,0.053554939982,9000.0,2010,10942.0,14944.0
107,01010900,Ivy Tech Community College-South Central,Sellersburg,1,2,2,1,3.0,,4605.0,False,10102.0,,14608.0,,1910.0,3367.0,4476.0,0.2269,,0.15,,0.509,,0.584,0.322,,0.198709677419,0.289032258065,0.037419354839,8864.0,2010,10102.0,14608.0
108,00992500,Ivy Tech Community College-Southwest,Evansville,1,2,2,1,3.0,,5675.0,False,10429.0,,14488.0,,1968.0,4043.0,5195.0,0.2198,,0.1222,,0.5229,,0.4783,0.3459,,0.124087591241,0.364051094891,0.034671532847,8776.0,2010,10429.0,14488.0
109,00854700,Ivy Tech Community College-Wabash Valley,Terre Haute,1,2,2,1,3.0,,5508.0,False,10576.0,,14624.0,,2196.0,4217.0,4462.0,0.2943,,0.0842,,0.5073,,0.4894,0.4113,,0.115118956255,0.385264773599,0.048349961627,9077.0,2010,10576.0,14624.0
110,01003700,Ivy Tech Community College-Richmond,Richmond,1,2,2,1,3.0,,3466.0,False,10902.0,,15508.0,,1611.0,2912.0,4689.0,0.2081,,0.125,,0.5569,,0.4381,0.552,,0.142857142857,0.432298136646,0.052173913043,8250.0,2010,10902.0,15508.0
111,01004000,Ivy Tech Community College-Northwest,Gary,1,2,2,1,3.0,,8195.0,False,9974.0,,14131.0,,2758.0,3644.0,4477.0,0.2822,,0.0928,,0.4777,,0.4253,0.3657,,0.072538860104,0.272884283247,0.055843408175,6089.0,2010,9974.0,14131.0
