,OPEID,INSTNM,CITY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,region,ADM_RATE,UGDS,CURROPER,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTFLOAN,UG25abv,COMP_ORIG_YR4_RT,WDRAW_ORIG_YR4_RT,ENRL_ORIG_YR4_RT,DEBT_MDN,Year,NetPrice,Cost,PREDDEG_N,Governance,EnrollmentBins,TuitionBins,ExpenditureBins,Complete,RetentionFT,RetentionPT
6137,Other,hallmark college,San Antonio,1,2,3,2,6.0,,713.0,True,15877.0,4228.0,3993.0,1.0,0.5164,0.716,0.615909090909,0.1862495060885,0.0,11825.0,2013,16015.0,19102.0,Associates,Private nonprofit,large,highest,med,0.4826,0.3509,
4092,Other,hallmark institute of photography,Turners Falls,1,1,1,3,1.0,,69.0,True,75695.0,29531.0,,0.42979999999999996,0.767,0.2029,0.56462585034,0.21094177345850001,0.0,5500.0,2013,73183.0,76806.0,Certificate,Private for-profit,small,highest,highest,0.9412,0.8966,
4882,Other,hamilton college,Clinton,1,3,3,2,2.0,0.2719,1909.0,True,30431.0,28954.0,11159.0,0.8972,0.3445,0.0067,0.3835605580215,0.193277310924,0.0234227067485,15500.0,2013,19961.0,57420.0,Bachelor,Private nonprofit,large,highest,highest,0.9295,0.9403,
7660,Other,hamilton fulton montgomery boces-practical nursing program,Johnstown,1,1,1,1,2.0,,69.0,True,6988.0,9485.0,,0.475,0.8871,0.6667,0.0996921939175,0.033107377935,0.0,7803.0,2013,7890.0,12466.0,Certificate,Public,small,high,high,0.5965,0.6739,0.7273
3689,Other,hamilton technical college,Davenport,1,1,3,3,4.0,,177.0,True,6329.0,2775.0,5146.0,1.0,0.9725,0.5254,0.56462585034,0.21094177345850001,0.0,9500.0,2013,13742.0,17577.0,Certificate,Private for-profit,medium,high,med,0.7413,0.7273,
4313,Other,hamline university,Saint Paul,1,3,4,2,4.0,0.6557,2108.0,True,15625.0,7717.0,6607.0,0.4591,0.7432,0.0615,0.3835605580215,0.193277310924,0.0234227067485,18250.0,2013,20500.0,43433.0,Bachelor,Private nonprofit,xl,highest,high,0.6637,0.813,
6355,Other,hampden-sydney college,Hampden-Sydney,1,3,3,2,5.0,0.5486,1070.0,True,15493.0,12547.0,7887.0,0.9304,0.5769,0.0047,0.3835605580215,0.193277310924,0.0234227067485,19500.0,2013,24876.0,49139.0,Bachelor,Private nonprofit,large,highest,highest,0.6216,0.7836,
4093,Other,hampshire college,Amherst,1,3,3,2,1.0,0.6369,1468.0,True,23330.0,14260.0,9033.0,1.0,0.5948,0.0328,0.3835605580215,0.193277310924,0.0234227067485,16250.0,2013,32520.0,57765.0,Bachelor,Private nonprofit,large,highest,highest,0.6607,0.8123,
6356,Other,hampton university,Hampton,1,3,4,2,5.0,0.3605,3529.0,True,11388.0,8966.0,7455.0,0.9859,0.2978,0.1072,0.3835605580215,0.193277310924,0.0234227067485,22870.0,2013,23373.0,32358.0,Bachelor,Private nonprofit,xl,highest,high,0.6751,0.7554,0.75
6990,Other,hamrick school,Medina,1,1,1,3,3.0,,187.0,True,9957.0,5893.0,,0.42979999999999996,0.4247,0.8075,0.56462585034,0.21094177345850001,0.0,5481.0,2013,12059.0,14648.0,Certificate,Private for-profit,medium,high,med,0.8235,0.7273,
8773,Other,hands on therapy,Mesquite,1,1,1,3,6.0,,72.0,True,10157.0,3870.0,,0.42979999999999996,0.9381,0.6111,0.56462585034,0.21094177345850001,0.0,7917.0,2013,15022.0,19726.0,Certificate,Private for-profit,small,highest,med,0.2195,0.7273,
5316,Other,hannah e mullins school of practical nursing,Salem,1,1,1,1,3.0,1.0,77.0,True,5179.0,3518.0,,0.475,0.4766,0.5844,0.0996921939175,0.033107377935,0.0,9416.5,2013,11757.0,14781.0,Certificate,Public,small,med,med,0.625,0.7273,
4458,Other,hannibal-lagrange university,Hannibal,1,3,4,2,4.0,0.6814,921.0,True,8563.0,4224.0,5168.0,1.0,0.5661,0.1895,0.3835605580215,0.193277310924,0.0234227067485,13750.0,2013,14894.0,27560.0,Bachelor,Private nonprofit,large,high,med,0.6567,0.623,0.5
3599,Other,hanover college,Hanover,1,3,3,2,3.0,0.6673,1159.0,True,12306.0,13801.0,7847.0,0.9238,0.6866,0.0034,0.3835605580215,0.193277310924,0.0234227067485,22225.0,2013,21002.0,42198.0,Bachelor,Private nonprofit,large,highest,highest,0.7186,0.8091,
5680,Other,harcum college,Bryn Mawr,1,2,2,2,2.0,0.6836,1603.0,True,16733.0,7154.0,5385.0,0.9286,0.7971,0.5378,0.615909090909,0.1862495060885,0.0,13112.5,2013,22569.0,33543.0,Associates,Private nonprofit,large,highest,high,0.3042,0.5611,0.0714
6138,Other,hardin-simmons university,Abilene,1,3,4,2,6.0,0.3759,1690.0,True,11836.0,9644.0,6653.0,0.7157,0.604,0.0982,0.3835605580215,0.193277310924,0.0234227067485,16137.0,2013,21071.0,32001.0,Bachelor,Private nonprofit,large,highest,high,0.514,0.6285,
9786,Other,harding school of theology,Memphis,2,0,0,2,5.0,,134.0,True,9613.5,8790.0,,0.45,,0.0982,0.446548113087,0.270718232044,0.026904864399,19801.5,2013,11516.0,17823.0,Not classified,Private nonprofit,,,,0.6251,0.79425,
2557,Other,harding university,Searcy,2,3,4,2,5.0,0.7628,4428.0,True,11636.0,9503.0,7082.0,0.7364,0.5573,0.057999999999999996,0.3835605580215,0.193277310924,0.0234227067485,19801.5,2013,23534.0,25475.0,Bachelor,Private nonprofit,xl,highest,high,0.6219,0.8234,0.6667
4000,Other,harford community college,Bel Air,1,2,2,1,2.0,,6016.0,True,2774.0,4595.0,6199.0,0.2954,0.0693,0.3052,0.115118956255,0.289032258065,0.037419354839,5350.0,2013,4037.0,7963.0,Associates,Public,xl,med,med,0.187,0.6509999999999999,0.4305
9659,Other,harmon's beauty school,Landover,1,1,1,3,2.0,,13.0,True,7379.0,7262.0,,0.42979999999999996,0.6875,0.4615,0.56462585034,0.21094177345850001,0.0,9500.0,2013,10705.0,14480.0,Certificate,Private for-profit,small,high,high,1.0,0.7273,
3577,Other,harper college,Palatine,1,1,2,1,3.0,,11217.0,True,3754.0,5662.0,8731.0,0.4096,0.0942,0.3672,0.0996921939175,0.033107377935,0.0,6668.0,2013,8500.0,12390.0,Certificate,Public,xl,med,med,0.2412,0.7857,0.4459
3456,Other,harrington college of design,Chicago,1,3,4,3,3.0,,381.0,True,25264.0,5855.0,6172.0,0.1429,0.7546,0.4777,0.201995114963,0.44749759271,0.055200729927,27656.0,2013,24227.0,29650.0,Bachelor,Private for-profit,medium,highest,med,0.2935,0.3333,0.4286
4688,Other,harris school of business-cherry hill campus,Cherry Hill,4,1,1,3,2.0,,346.0,True,4504.0,1714.0,,0.42979999999999996,0.5396,0.5116,0.56462585034,0.21094177345850001,0.0,7957.5,2013,26489.0,30112.0,Certificate,Private for-profit,medium,med,low,0.5783,0.7647,0.6129
8107,Other,harris school of business-dover campus,Dover,2,1,1,3,2.0,,438.0,True,17716.0,6270.0,,0.42979999999999996,0.4578,0.6142,0.56462585034,0.21094177345850001,0.0,7389.5,2013,24649.0,28619.0,Certificate,Private for-profit,medium,highest,high,0.5562,0.5702,0.5161
8678,Other,harris school of business-hamilton campus,Hamilton,4,1,1,3,2.0,,352.0,True,10092.0,3840.0,,0.42979999999999996,0.4817,0.5142,0.56462585034,0.21094177345850001,0.0,7957.5,2013,25992.0,29753.0,Certificate,Private for-profit,medium,highest,med,0.6228,0.6769,0.6667
4695,Other,harris school of business-voorhees campus,Voorhees,2,1,1,3,2.0,,422.0,True,5018.0,1776.0,,0.42979999999999996,0.5670000000000001,0.5071,0.56462585034,0.21094177345850001,0.0,7389.5,2013,20241.0,23496.0,Certificate,Private for-profit,medium,med,low,0.5416,0.6701,0.5806
7943,Other,harris school of business-wilmington campus,Wilmington,1,1,1,3,2.0,,480.0,True,8446.0,3190.0,,0.42979999999999996,0.5059,0.4938,0.56462585034,0.21094177345850001,0.0,7515.5,2013,26916.0,30716.0,Certificate,Private for-profit,medium,high,med,0.5344,0.6869,0.4333
4459,Other,harris-stowe state university,Saint Louis,1,3,3,1,4.0,,1266.0,True,2708.0,6982.0,5346.0,0.3006,0.8140000000000001,0.3529,0.292682926829,0.1748062296655,0.056397928994,9500.0,2013,10278.0,15610.0,Bachelor,Public,large,med,high,0.1037,0.431,0.2667
9995,Other,harrisburg area community college-gettysburg,Gettysburg,5,0,0,1,2.0,,32.0,True,2090.5,4392.5,,0.2481,,0.3529,0.13724730234600002,0.286383144752,0.0,9500.0,2013,14109.5,19036.5,Not classified,Public,,,,0.1481,0.524,
5681,Other,harrisburg area community college-harrisburg,Harrisburg,5,2,2,1,2.0,,13321.0,True,4914.0,5966.0,6848.0,0.1367,0.5222,0.4296,0.115118956255,0.289032258065,0.037419354839,9500.0,2013,10662.0,14041.0,Associates,Public,xl,med,med,0.1093,0.5764,0.4679
9994,Other,harrisburg area community college-lancaster,Lancaster,5,0,0,1,2.0,,32.0,True,2090.5,4392.5,,0.2481,,0.4296,0.13724730234600002,0.286383144752,0.0,9500.0,2013,14109.5,19036.5,Not classified,Public,,,,0.1481,0.524,
9996,Other,harrisburg area community college-lebanon,Lebanon,5,0,0,1,2.0,,32.0,True,2090.5,4392.5,,0.2481,,0.4296,0.13724730234600002,0.286383144752,0.0,9500.0,2013,14109.5,19036.5,Not classified,Public,,,,0.1481,0.524,
8274,Other,harrisburg university of science and technology,Harrisburg,1,3,4,2,2.0,,278.0,True,17303.0,14445.0,8639.0,1.0,0.7944,0.045,0.3835605580215,0.193277310924,0.0234227067485,9500.0,2013,22359.0,35931.0,Bachelor,Private nonprofit,medium,highest,highest,0.381,0.6316,1.0
9907,Other,harrison college-anderson,Anderson,12,0,0,3,3.0,,5330.0,True,8550.5,2898.0,,0.2157,,0.045,0.450096899225,0.269430051813,0.007191892775,12576.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
9908,Other,harrison college-columbus,Columbus,12,0,0,3,3.0,,5330.0,True,8550.5,2898.0,,0.2157,,0.045,0.450096899225,0.269430051813,0.007191892775,12576.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
9912,Other,harrison college-evansville,Evansville,12,0,0,3,3.0,,5330.0,True,8550.5,2898.0,,0.2157,,0.045,0.450096899225,0.269430051813,0.007191892775,12576.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
9913,Other,harrison college-fort wayne,Fort Wayne,12,0,0,3,3.0,,5330.0,True,8550.5,2898.0,,0.2157,,0.045,0.450096899225,0.269430051813,0.007191892775,12576.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
3607,Other,harrison college-indianapolis,Indianapolis,12,2,3,3,3.0,1.0,3726.0,True,16157.0,3802.0,4187.0,0.25675000000000003,0.8883,0.6908,0.339111592633,0.328495034377,0.010035842294,12576.0,2013,19196.0,24768.0,Associates,Private for-profit,xl,highest,med,0.3259,0.3333,0.1538
9911,Other,harrison college-indianapolis east,Indianapolis,12,0,0,3,3.0,,5330.0,True,8550.5,2898.0,,0.2157,,0.6908,0.450096899225,0.269430051813,0.007191892775,12576.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
9910,Other,harrison college-lafayette,Lafayette,12,0,0,3,3.0,,5330.0,True,8550.5,2898.0,,0.2157,,0.6908,0.450096899225,0.269430051813,0.007191892775,12576.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
9361,Other,harrison college-morrisville,Morrisville,12,2,2,3,5.0,1.0,203.0,True,16328.0,5040.0,4373.0,0.25675000000000003,0.8490000000000001,0.6256,0.339111592633,0.328495034377,0.010035842294,12576.0,2013,19518.0,24497.0,Associates,Private for-profit,medium,highest,med,0.42635,0.619,0.0
9914,Other,harrison college-northwest,Indianapolis,12,0,0,3,3.0,,5330.0,True,8550.5,2898.0,,0.2157,,0.6256,0.450096899225,0.269430051813,0.007191892775,12576.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
9909,Other,harrison college-terre haute,Terre Haute,12,0,0,3,3.0,,5330.0,True,8550.5,2898.0,,0.2157,,0.6256,0.450096899225,0.269430051813,0.007191892775,12576.0,2013,19368.0,23380.0,Not classified,Private for-profit,,,,0.728,0.706,
3059,Other,hartford seminary,Hartford,1,4,4,2,1.0,,327.0,True,13625.0,19308.0,6043.0,0.9048,,0.6256,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
2747,Other,hartnell college,Salinas,1,2,2,1,8.0,,8829.0,True,391.0,4796.0,8459.0,0.2952,0.0,0.4227,0.115118956255,0.289032258065,0.037419354839,4543.0,2013,8661.0,14629.0,Associates,Public,xl,low,med,0.2251,0.7316,0.4511
4883,Other,hartwick college,Oneonta,1,3,3,2,2.0,0.8424,1607.0,True,21251.0,11990.0,8002.0,0.9492,0.6887,0.0284,0.3835605580215,0.193277310924,0.0234227067485,19500.0,2013,25628.0,48699.0,Bachelor,Private nonprofit,large,highest,highest,0.5708,0.7175,
4094,Other,harvard university,Cambridge,1,3,4,2,1.0,0.0584,7278.0,True,27867.0,47083.0,17861.0,0.8595,0.028999999999999998,0.2342,0.3835605580215,0.193277310924,0.0234227067485,7500.0,2013,14049.0,57950.0,Bachelor,Private nonprofit,xl,highest,highest,0.9747,0.9706,
2748,Other,harvey mudd college,Claremont,1,3,3,2,8.0,0.1817,803.0,True,26798.0,27810.0,12450.0,0.8962,0.4413,0.0025,0.3835605580215,0.193277310924,0.0234227067485,25000.0,2013,24311.0,60613.0,Bachelor,Private nonprofit,large,highest,highest,0.9082,0.9949,
3767,Other,haskell indian nations university,Lawrence,1,3,3,1,4.0,,741.0,True,527.0,4825.0,7226.0,1.0,0.0,0.2089,0.292682926829,0.1748062296655,0.056397928994,15250.0,2013,3921.0,8056.0,Bachelor,Public,large,low,med,0.067,0.7458,
7429,Other,hastings beauty school,Hastings,1,1,1,3,4.0,,39.0,True,11131.0,5948.0,,0.42979999999999996,0.6386,0.3333,0.56462585034,0.21094177345850001,0.0,10180.0,2013,14696.0,18558.0,Certificate,Private for-profit,small,highest,med,0.5909,1.0,
4579,Other,hastings college,Hastings,1,3,4,2,4.0,0.7364,1060.0,True,9873.0,7894.0,6292.0,1.0,0.6912,0.0286,0.3835605580215,0.193277310924,0.0234227067485,20500.0,2013,20716.0,35673.0,Bachelor,Private nonprofit,large,high,high,0.5762,0.6609999999999999,
5682,Other,haverford college,Haverford,1,3,3,2,2.0,0.2349,1187.0,True,25687.0,27567.0,10341.0,0.8235,0.2033,0.0008,0.3835605580215,0.193277310924,0.0234227067485,13399.0,2013,18853.0,59654.0,Bachelor,Private nonprofit,large,highest,highest,0.9333,0.9783,
2187,Other,hawaii college of oriental medicine,Hilo,1,4,4,2,8.0,,69.0,False,14018.0,12052.0,3200.0,0.7479,,0.0008,0.6351555000845,0.0,0.0,8500.0,2012,24506.5,26508.0,Graduate,Private nonprofit,,highest,highest,0.529,0.9271,
8472,Other,hawaii college of oriental medicine,Hilo,1,4,4,2,8.0,,46.0,False,8799.0,8603.0,,0.7479,,0.0008,0.6351555000845,0.0,0.0,8500.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,high,high,0.529,0.9271,
7158,Other,hawaii community college,Hilo,1,2,2,1,8.0,,2922.0,True,1811.0,9150.0,7294.0,0.5,0.1198,0.4157,0.115118956255,0.289032258065,0.037419354839,6481.0,2013,8698.0,13013.0,Associates,Public,xl,low,high,0.1935,0.5403,0.3493
3365,Other,hawaii institute of hair design,Honolulu,1,1,1,3,8.0,,85.0,True,7542.0,5171.0,,0.42979999999999996,0.4106,0.5529,0.56462585034,0.21094177345850001,0.0,5830.0,2013,11715.0,15847.0,Certificate,Private for-profit,small,high,med,0.6941,0.7778,
9186,Other,hawaii medical college,Honolulu,1,1,1,3,8.0,,22.0,True,9470.0,4026.0,3333.0,0.6818,0.3342,0.4906,0.56462585034,0.21094177345850001,0.0,9500.0,2013,14391.0,17835.0,Certificate,Private for-profit,small,high,med,0.6563,0.9219,
3366,Other,hawaii pacific university,Honolulu,1,3,4,2,8.0,0.6411,5386.0,True,14333.0,6203.0,8603.0,0.4071,0.4436,0.4269,0.3835605580215,0.193277310924,0.0234227067485,16250.0,2013,20967.0,29762.0,Bachelor,Private nonprofit,xl,highest,high,0.3961,0.6875,0.1071
3690,Other,hawkeye community college,Waterloo,1,2,2,1,4.0,,4276.0,True,1347.0,3828.0,5825.0,1.0,0.5225,0.2365,0.115118956255,0.289032258065,0.037419354839,9000.0,2013,11530.0,14121.0,Associates,Public,xl,low,med,0.4322,0.5991,0.3875
3768,Other,hays academy of hair design,Hays,2,1,1,3,4.0,,77.0,True,4784.0,1991.0,,0.42979999999999996,0.7857,0.1299,0.56462585034,0.21094177345850001,0.0,9619.0,2013,12943.0,16094.0,Certificate,Private for-profit,small,med,low,0.7627,0.85,
9561,Other,hays academy of hair design,Salina,2,1,1,3,4.0,,63.0,True,7617.0,2836.0,,0.42979999999999996,0.8182,0.3175,0.56462585034,0.21094177345850001,0.0,9619.0,2013,11858.0,16185.0,Certificate,Private for-profit,small,high,med,0.7627,0.8182,
5132,Other,haywood community college,Clyde,1,2,2,1,5.0,,1927.0,True,809.0,6119.0,5229.0,0.1721,0.187,0.5467,0.115118956255,0.289032258065,0.037419354839,5638.0,2013,8161.0,13302.0,Associates,Public,large,low,high,0.1959,0.6941,0.4786
3829,Other,hazard community and technical college,Hazard,1,1,2,1,5.0,,2585.0,True,1253.0,6006.0,5347.0,0.99,0.2698,0.4385,0.0996921939175,0.033107377935,0.0,7014.0,2013,5922.0,11591.0,Certificate,Public,xl,low,high,0.2759,0.6138,0.3721
4314,Other,hazelden graduate school of addiction studies,Center City,1,1,4,2,4.0,,0.0,True,20791.0,4983.0,6337.0,0.62,0.0,0.4385,0.604933726068,0.0484097515695,0.0,9500.0,2013,14996.0,19623.0,Certificate,Private nonprofit,,highest,med,0.75,0.74085,
7488,Other,hazleton area career center,Hazleton,1,0,0,1,2.0,,26.0,True,3391.0,6992.0,,0.2481,0.7419,0.9231,0.13724730234600002,0.286383144752,0.0,7322.0,2013,15775.0,19245.0,Not classified,Public,small,med,high,0.6667,0.6667,
7856,Other,hds truck driving institute,Tucson,1,1,1,3,6.0,,120.0,True,15400.0,6659.0,,0.42979999999999996,0.2881,0.8833,0.56462585034,0.21094177345850001,0.0,7705.0,2013,14461.0,17137.0,Certificate,Private for-profit,small,highest,high,0.8359,0.7273,
5949,Other,headlines academy inc,Rapid City,1,1,1,3,4.0,,81.0,True,8058.0,3645.0,,0.42979999999999996,0.5479,0.4074,0.56462585034,0.21094177345850001,0.0,7917.0,2013,10550.0,14582.0,Certificate,Private for-profit,small,high,med,0.5385,0.6522,
6761,Other,headmasters school of hair design,Lewiston,1,1,1,3,7.0,,41.0,True,9585.0,5106.0,,0.42979999999999996,0.8036,0.1951,0.56462585034,0.21094177345850001,0.0,12000.0,2013,21940.0,26467.0,Certificate,Private for-profit,small,high,med,0.8065,0.8462,
5222,Other,headquarters academy of hair design inc,Minot,1,1,1,3,4.0,,53.0,True,3386.0,4617.0,,0.42979999999999996,0.5844,0.2264,0.56462585034,0.21094177345850001,0.0,8299.5,2013,8113.0,12369.0,Certificate,Private for-profit,small,med,med,0.6842,0.9167,
6774,Other,heads west kentucky beauty college,Madisonville,1,1,1,3,5.0,,62.0,True,2371.0,5061.0,,0.42979999999999996,0.0,0.5645,0.56462585034,0.21094177345850001,0.0,9500.0,2013,7030.0,9929.0,Certificate,Private for-profit,small,low,med,0.7143,0.7778,0.75
8754,Other,healing arts center,St. Louis,1,1,1,3,4.0,,119.0,True,14560.0,2151.0,,0.42979999999999996,0.4941,0.6471,0.56462585034,0.21094177345850001,0.0,6365.0,2013,15310.0,19916.0,Certificate,Private for-profit,small,highest,low,0.6563,0.7273,
7138,Other,healing arts institute,Fort Collins,1,1,1,3,7.0,,50.0,True,20742.0,22350.0,,0.42979999999999996,0.3651,0.54,0.56462585034,0.21094177345850001,0.0,5277.0,2013,20413.0,22045.0,Certificate,Private for-profit,small,highest,highest,0.8667,0.7273,
8140,Other,healing arts institute,Perrysburg,1,1,1,3,3.0,,48.0,True,11222.0,7246.0,,0.42979999999999996,0.6197,0.625,0.56462585034,0.21094177345850001,0.0,7917.0,2013,15310.0,19916.0,Certificate,Private for-profit,small,highest,high,0.8667,0.7273,
8727,Other,healing hands school of holistic health,Escondido,1,1,1,3,8.0,,228.0,True,6999.0,2019.0,,0.42979999999999996,0.18,0.6579,0.56462585034,0.21094177345850001,0.0,8398.0,2013,22500.0,26256.0,Certificate,Private for-profit,medium,high,low,0.7778,0.8611,0.85
7973,Other,healing mountain massage school,Salt Lake City,1,1,1,3,7.0,,67.0,True,7061.0,2427.0,,0.42979999999999996,0.6763,0.5224,0.56462585034,0.21094177345850001,0.0,8615.0,2013,11561.0,15509.0,Certificate,Private for-profit,small,high,low,0.7273,0.8,0.85
8367,Other,healing touch career college,Hattiesburg,1,1,1,3,5.0,,134.0,True,6483.0,973.0,,0.42979999999999996,0.8617,0.4254,0.56462585034,0.21094177345850001,0.0,7114.0,2013,24759.0,26517.0,Certificate,Private for-profit,small,high,low,0.9412,0.7273,
8895,Other,health and style institute,High Point,1,1,1,3,5.0,,179.0,True,4945.0,1666.0,,0.42979999999999996,0.3902,0.5531,0.56462585034,0.21094177345850001,0.0,6333.0,2013,12257.0,17166.0,Certificate,Private for-profit,medium,med,low,0.5556,1.0,1.0
8141,Other,health works institute,Bozeman,1,1,1,3,7.0,0.6364,36.0,True,12260.0,3481.0,,0.42979999999999996,0.8831,0.5556,0.56462585034,0.21094177345850001,0.0,7220.0,2013,22905.0,26910.0,Certificate,Private for-profit,small,highest,med,1.0,0.6,
8254,Other,healthcare training institute,Union,1,1,1,3,2.0,0.8,68.0,True,15936.0,7124.0,,0.42979999999999996,0.6842,0.4559,0.56462585034,0.21094177345850001,0.0,7953.5,2013,8025.0,11275.0,Certificate,Private for-profit,small,highest,high,0.68,0.7692,0.7857
9678,Other,healthcare training institute,Kenner,1,1,1,2,5.0,,31.0,True,1777.0,1428.0,,0.62,0.4808,0.9355,0.604933726068,0.0484097515695,0.0,7953.5,2013,8025.0,11275.0,Certificate,Private nonprofit,small,low,low,0.8393,0.871,0.9048
7178,Other,heartland community college,Normal,1,2,2,1,3.0,,4692.0,True,2660.0,5522.0,6760.0,0.3107,0.1376,0.3035,0.115118956255,0.289032258065,0.037419354839,5392.0,2013,7493.0,10837.0,Associates,Public,xl,med,med,0.2275,0.5996,0.3135
4095,Other,hebrew college,Newton Centre,1,3,4,2,1.0,,4.0,True,30408.0,43417.0,8999.0,0.3,0.2857,1.0,0.3835605580215,0.193277310924,0.0234227067485,18750.0,2013,20391.0,36240.0,Bachelor,Private nonprofit,small,highest,highest,0.54155,0.7528,
3457,Other,hebrew theological college,Skokie,1,3,4,2,3.0,0.9299,458.0,True,4231.0,7564.0,5525.0,0.2963,0.0324,0.0288,0.3835605580215,0.193277310924,0.0234227067485,5500.0,2013,28686.0,33966.0,Bachelor,Private nonprofit,medium,med,high,0.0484,0.2182,
5318,Other,hebrew union college-jewish institute of religion,New York,1,4,4,2,2.0,,140.0,True,4920.0,42165.0,10007.0,0.5043,,0.0288,0.6351555000845,0.0,0.0,1000.0,2013,24506.5,26508.0,Graduate,Private nonprofit,,med,highest,0.529,0.9271,
5319,Other,heidelberg university,Tiffin,1,3,4,2,3.0,,1099.0,True,12333.0,8704.0,6428.0,1.0,0.8432,0.065,0.3835605580215,0.193277310924,0.0234227067485,19475.0,2013,20163.0,35668.0,Bachelor,Private nonprofit,large,highest,high,0.5068,0.6464,
4557,Other,helena college university of montana,Helena,1,2,2,1,7.0,,1118.0,True,3284.0,5423.0,5156.0,0.2813,0.539,0.4587,0.115118956255,0.289032258065,0.037419354839,11798.0,2013,11607.0,14664.0,Associates,Public,large,med,med,0.302,0.525,0.3906
4884,Other,helene fuld college of nursing,New York,1,2,2,2,2.0,1.0,393.0,True,15006.0,10508.0,7777.0,0.2281,0.5815,0.9621,0.615909090909,0.1862495060885,0.0,13250.0,2013,17908.0,24050.5,Associates,Private nonprofit,medium,highest,highest,0.5882,0.587,
4096,Other,hellenic college-holy cross greek orthodox school of theology,Brookline,1,3,4,2,1.0,,92.0,True,12436.0,15100.0,6040.0,1.0,0.3636,0.1304,0.3835605580215,0.193277310924,0.0234227067485,18750.0,2013,26722.0,38080.0,Bachelor,Private nonprofit,small,highest,highest,0.4118,0.7857,
9648,Other,helms college,Macon,1,1,1,2,5.0,,127.0,True,4070.0,7252.0,,0.62,0.0,0.4567,0.604933726068,0.0484097515695,0.0,8432.5,2013,14996.0,19623.0,Certificate,Private nonprofit,small,med,high,0.5806,0.74085,
3831,Other,henderson community college,Henderson,1,1,2,1,5.0,,1375.0,True,1901.0,6550.0,5505.0,0.9565,0.3306,0.5383,0.0996921939175,0.033107377935,0.0,6500.0,2013,6589.0,10789.0,Certificate,Public,large,low,high,0.2125,0.4483,0.3684
2558,Other,henderson state university,Arkadelphia,1,3,4,1,5.0,0.6221,3190.0,True,2994.0,6124.0,5606.0,1.0,0.5985,0.171,0.292682926829,0.1748062296655,0.056397928994,10443.0,2013,8049.0,18033.0,Bachelor,Public,xl,med,high,0.2854,0.5716,0.0
2559,Other,hendrix college,Conway,1,3,4,2,5.0,0.8039,1428.0,True,12547.0,12018.0,7233.0,0.6778,0.4487,0.0056,0.3835605580215,0.193277310924,0.0234227067485,19500.0,2013,22231.0,50172.0,Bachelor,Private nonprofit,large,highest,highest,0.6959,0.878,
4315,Other,hennepin technical college,Brooklyn Park,1,1,2,1,4.0,,5750.0,True,3125.0,5819.0,6891.0,0.4257,0.4615,0.6084,0.0996921939175,0.033107377935,0.0,10066.0,2013,14385.0,18165.0,Certificate,Public,xl,med,med,0.2857,0.7068,0.4884
7661,Other,henrico county-saint marys hospital school of practical nursing,Henrico,1,1,1,1,5.0,,91.0,True,290.0,10568.0,,0.475,0.4167,0.7033,0.0996921939175,0.033107377935,0.0,5750.0,2013,7890.0,12466.0,Certificate,Public,small,low,highest,0.5965,0.6739,0.75
4097,Other,henris school of hair design,Fitchburg,1,1,1,3,1.0,,30.0,True,10571.0,11219.0,,0.42979999999999996,0.8841,0.3,0.56462585034,0.21094177345850001,0.0,5500.0,2013,10578.0,14417.0,Certificate,Private for-profit,small,highest,highest,0.65,0.625,
4222,Other,henry ford community college,Dearborn,1,2,2,1,3.0,,12421.0,True,1276.0,4690.0,8784.0,1.0,0.4631,0.3776,0.115118956255,0.289032258065,0.037419354839,6896.0,2013,5121.0,9498.0,Associates,Public,xl,low,med,0.0552,0.4193,0.2665
5133,Other,heritage bible college,Dunn,1,3,3,2,5.0,,67.0,True,7197.0,4961.0,2646.0,0.6787,0.7887,0.5522,0.3835605580215,0.193277310924,0.0234227067485,18750.0,2013,9186.0,13840.0,Bachelor,Private nonprofit,small,high,med,0.1111,1.0,1.0
2420,Other,heritage christian university,Florence,1,3,4,2,5.0,,67.0,True,10138.0,9356.0,5512.0,1.0,0.4839,0.5942,0.3835605580215,0.193277310924,0.0234227067485,18750.0,2013,9346.0,21160.0,Bachelor,Private nonprofit,small,highest,high,0.0,1.0,0.0
9370,Other,heritage college-columbus,Columbus,4,1,1,3,3.0,,520.0,True,8765.0,2317.0,,0.42979999999999996,0.7576,0.4885,0.56462585034,0.21094177345850001,0.0,9500.0,2013,16886.0,19760.0,Certificate,Private for-profit,large,high,low,0.6563,0.5556,
