,NUMBRANCH,UGDS,TUITFTE,INEXPFTE,PFTFAC,UG25abv,DEBT_MDN,Year,Cost,Complete,RetentionFT,PREDDEG_1,PREDDEG_2,PREDDEG_3,PREDDEG_4,CONTROL_2,CONTROL_3
2378,3.672883753332665,-0.36100789038609465,-0.14061099858620763,-0.3945697299659279,-1.1059679064264678,1.7404524242404222,0.5424822298382274,-0.5165565890479636,0.09821396141164532,0.795475465948513,0.10676599558336353,-0.9679638654494285,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
2807,-0.2700497392715297,-0.20597075811342033,-0.04917331541662113,-0.3276761685181359,-0.5668065698327684,0.0874173125196151,-0.3299673517287555,0.507321609220453,0.5952417044673278,1.0531424653531918,1.0906635267769427,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
6316,-0.31337867875069664,-0.10599452966764675,0.2283272404774076,0.12614854518369026,2.169510298766704,-1.5629687044708698,0.5922809127548713,0.507321609220453,-0.33990447289084635,-0.7986806910240385,-0.23644126193824822,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
3727,-0.31337867875069664,-0.3805592669848981,-0.0521733214262863,-0.2916565585077864,-0.21182040708711053,-0.8145994431549597,-0.3219917814178868,0.507321609220453,-0.5199688555753783,0.6691763957485153,0.17728048830048468,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
3327,-0.31337867875069664,1.0681448974280665,1.27882934486183,0.578630913170845,2.169510298766704,0.04149967052737062,-0.5165178865610268,0.507321609220453,0.42435257695143447,-0.04511031899461814,1.3247936783767582,-0.9679638654494285,-0.46493857536253186,-0.5459305943019302,5.049109475294282,1.8690618155867884,-1.1205530320981514
6516,-0.2700497392715297,-0.39408670592893513,-0.9690501581302056,-0.36134667352781047,0.5825133359037621,0.9563203840651673,-0.3219917814178868,0.507321609220453,-0.2935068757312536,1.0058331146428245,-2.995320789495606,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
8956,-0.31337867875069664,-0.3568862488328334,-0.3621739424250211,-0.35306887495400346,-0.21182040708711053,1.6000504035333663,-0.3219917814178868,0.507321609220453,0.5017166603051824,-1.619413444865498,-0.2766565585659817,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
9310,-0.2700497392715297,-0.37760013971589,-0.5256742699517731,-0.3658211592433818,-0.21182040708711053,0.7863368055361848,-0.9380559564062112,0.507321609220453,-0.39214086879411825,1.0151260228180752,0.22410651862044756,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
4537,-0.31337867875069664,1.0539833597835278,1.742955274607113,10.20045313379263,0.7174080777471121,-1.6027051254256968,1.6232692700135132,0.507321609220453,4.186832781672928,1.6926635097772624,1.529175528361538,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
3076,-0.31337867875069664,-0.36512953193935593,0.19082716535659291,-0.06323406272786797,-1.024112273605116,-0.7907575905820633,1.5260062174419433,0.507321609220453,-0.5190304772058585,0.20495339190303669,1.3589491357866137,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
4084,-0.31337867875069664,-0.3718932514113744,-0.1999236174022962,-0.13874100917813484,-0.21182040708711053,0.15717680708475615,-0.785644753026561,0.507321609220453,-0.579608014171529,-0.08101473694445065,-0.6149057658184215,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
9092,-0.31337867875069664,-0.3818274643859016,-0.10904843535952193,-0.5341736842917546,-0.21182040708711053,-0.5408596543550397,-0.6299266058594775,0.507321609220453,-1.0695457873241727,1.7906614505344518,0.22410651862044756,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
252,-0.2700497392715297,-0.3773887734823895,-0.050673318421453714,-0.01177747699879722,-0.21182040708711053,-0.22120222356287508,-0.5943283286182828,-2.5643129855847966,0.7117048865510697,1.1321321848428225,0.27644149368393617,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
9056,0.0765817765618061,-0.34399290858929804,1.540829869705922,-0.12218541203052077,-1.5294455170430528,0.8238656475490773,1.0918239507624548,0.507321609220453,0.7810406216322588,-0.4787089663534747,-0.10973553283717195,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
9429,-0.053405041875694816,-0.33131093457926336,0.3762025367038202,-0.1412019763216991,-1.0900979367978383,0.6441687216755813,-0.042749557484909315,0.507321609220453,0.36565179672480363,0.4926111404187517,-0.5223554941272,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
621,-0.31337867875069664,-0.3778115059493906,1.523204834399139,-0.3034020835111612,-0.21182040708711053,1.1488212678018854,-0.3219917814178868,-2.5643129855847966,-0.2281331826547038,0.4926111404187517,0.22410651862044756,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
6779,-0.31337867875069664,-0.23556203080350133,-1.0644253491874776,0.12312826732567958,-0.02305129466236054,-1.422566683763814,-0.82430681642376,0.507321609220453,-1.6214165328651267,0.08414558562477778,-2.9584108597139886,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
293,-0.31337867875069664,-0.38267292931990393,0.3200774242730009,-0.3725328878167389,-0.21182040708711053,1.164274320395429,-0.3219917814178868,-2.5643129855847966,-0.9512058485013911,1.4751249774929849,-0.8159822489570866,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
2489,0.249897534478474,-0.3702023215433698,-0.17317356381611504,0.11865378161010821,-0.21182040708711053,0.08344367042413234,-0.9264816531501944,0.507321609220453,-0.6571806260518369,0.49430076008697893,-0.2408484177330684,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
2484,-0.31337867875069664,0.7603956614512243,-1.0561753326608985,-0.07833545201792134,2.169510298766704,0.007502954821573942,-1.083756009158423,0.507321609220453,-1.3797319705821243,-1.5070537369283759,-1.0655374458387723,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
10179,-0.14006292083402877,-0.20301163084441223,-0.9481126161877507,-0.2273917574178926,-0.9706555338034171,0.6097304901813976,-0.7456696384196457,0.507321609220453,-0.3546578661449641,-1.6540506480641597,-0.8958619477381999,-0.9679638654494285,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
4942,-0.31337867875069664,-0.04850291415548941,2.225081240410387,1.9473760935641269,1.1166631031410523,1.0247553312651476,0.35884958658310323,0.507321609220453,0.42435257695143447,-0.04511031899461814,1.3247936783767582,-0.9679638654494285,-0.46493857536253186,-0.5459305943019302,5.049109475294282,1.8690618155867884,-1.1205530320981514
1934,-0.31337867875069664,-0.11212415043916352,0.4115776075677888,-0.5237705050030512,-1.4693066847661411,0.34128889084212144,0.8743437652124242,-0.5165565890479636,0.3425051302766472,-0.5967711406708643,-0.5306189112424873,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
5818,-0.2700497392715297,-0.3338473293812703,0.27170232736714994,-0.2525048084965369,0.591701213057179,-0.22120222356287508,-0.15683911815136092,0.507321609220453,-0.9864471694900255,0.09005925446357396,-0.6540192734974495,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
3863,0.249897534478474,-0.3714705189443733,-0.3919240020208674,0.17178829948251823,-0.21182040708711053,-0.047686518726796814,-0.9264816531501944,0.507321609220453,-0.784800084306537,-0.3302336380079919,-0.6347379668951114,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
8355,-0.31337867875069664,-0.31482436836621824,0.5567028982853416,0.0413570408736128,-0.21182040708711053,0.24989512264601943,-0.7485875299967928,0.507321609220453,0.6209949774974838,1.7568690571699037,0.22410651862044756,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
6306,-0.31337867875069664,3.26550826090008,-0.6446745083351585,-0.1837095906196271,2.1068656818115876,-0.5505730016995529,-0.3219917814178868,0.507321609220453,-0.9627791817254693,-0.8210681516280516,-0.06070592461979868,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
9157,-0.18339186031319574,-0.28100577100612567,0.009701802523057943,-0.13930031989258126,-0.21182040708711053,0.06754910204220155,-0.3219917814178868,0.507321609220453,0.3764952801059219,0.22691844758999327,0.18719658883882995,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
4127,-0.31337867875069664,0.0611961610313108,0.9458286777889954,1.5085409070094649,1.941901523829782,-1.8172817985817633,1.7205323225850833,0.507321609220453,3.446765040911603,1.178596725719076,1.115453778122805,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
2397,-0.31337867875069664,1.9732151092775434,-0.08029837776689733,1.2061775347797294,1.7961483817142117,-0.9179141376375101,0.9910594282983082,0.507321609220453,-0.25524189110749956,-0.008361091210672487,0.6334211130643609,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
2544,-0.2700497392715297,-0.3805592669848981,-0.12717347166791568,0.24628848664678152,-0.21182040708711053,0.4273844695775805,-0.3219917814178868,0.507321609220453,-0.9173199629353963,0.5044384780963436,-0.4771821472302944,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
8203,-0.18339186031319574,-0.3849979578884103,0.45057768569343604,0.7521290967921249,-0.21182040708711053,1.503799961665007,-0.9380559564062112,0.507321609220453,0.24491377984658244,1.2402678436093764,0.22410651862044756,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
7479,-0.31337867875069664,-0.3828842955534045,-0.8209248614029875,-0.13583259346301343,-0.02305129466236054,0.6786069531697648,0.23493645760692303,0.507321609220453,-0.4040269948080364,1.5604507707384685,1.548456834963876,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
4858,-0.31337867875069664,2.6546598460834083,-0.5970494129317238,0.1989708002046143,-0.31748099435140614,-0.8830343903549397,-0.40875042431172726,0.507321609220453,-0.9135664494573169,0.10061937738999499,0.8692039480872344,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
6278,-0.31337867875069664,-0.10071037383013229,-0.2030486236623641,-0.014797754856807894,0.6543458300122952,-0.9598581375342721,0.6992702705835983,0.507321609220453,-0.2441898791998213,-1.3503415127002847,-1.0550704508260749,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
1951,-0.2267207997923627,-0.30298785929018585,0.15982710325671942,-0.03795321843488973,-1.5006289932436996,-0.06313957132034069,-0.3219917814178868,-0.5165565890479636,0.40402104561183766,0.5965227500147366,-0.17694465870817783,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
9357,0.33655541343680795,-0.32095398913773504,0.6503280858369757,-0.3412114878077393,-0.7539051591387153,-0.32849056014090844,-0.3219917814178868,0.507321609220453,0.8606985187781664,-1.4052541519176753,-1.0280766215828019,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
6859,-0.31337867875069664,-0.3657636306398576,0.43807766065316445,-0.26939599207281884,-0.21182040708711053,-0.5373275280479439,0.9467074763256723,0.507321609220453,-0.7091042291652688,0.7194425808782801,0.8080546614341061,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
5015,-0.31337867875069664,-0.2761443476356124,0.20820220016257038,-0.46884619284441265,-1.1715359388394893,0.34261343820728224,-0.2535185924075015,0.507321609220453,-0.3502266349555648,-0.3353024970126742,-1.4869717187184406,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
7260,-0.31337867875069664,-0.3773887734823895,-0.2669237516181518,-0.5048658028547621,-0.21182040708711053,-1.0371234005019914,-0.8763911810758358,0.507321609220453,-0.4614766038753074,1.0903140980541943,0.7166061786915896,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
2350,-0.2700497392715297,-0.3245472151072448,-0.7085496362909461,-0.5055369757120979,-1.6589110587502929,0.2860994172937507,0.5397588643662234,-0.5165565890479636,-0.1658874174765535,0.4926111404187517,-0.855646651110467,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
6042,-0.31337867875069664,0.031182155874228665,1.0665789196780187,0.939162599703008,1.399816771778177,-1.9762274824010715,2.302359903068215,0.507321609220453,2.9424387994263217,1.0286429801638943,1.3181829446845277,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
5893,-0.31337867875069664,-0.01299338692739223,0.026701836577827272,0.15098194090511136,0.9366642370900184,-1.342210810277386,2.120283468654236,0.507321609220453,0.7726994805698602,-0.43372284268691996,0.08638290003232116,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
9298,-0.31337867875069664,-0.34018831638628766,-0.16442354628792497,-0.35586542852623554,-0.21182040708711053,-0.7059865592117656,0.16432348143996323,0.507321609220453,-0.6488394849894382,1.11903763241406,1.1308788234046756,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
9453,-0.31337867875069664,-0.3630158696043501,-0.14542350822671218,-0.33248624066237514,-0.21182040708711053,-0.3956009599757275,-0.3002048576418551,0.507321609220453,-0.5167366634136988,1.0996070062294454,0.34915956429846706,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
8038,-0.31337867875069664,-0.36069084103584376,-1.0634253471842559,-0.5279094042899547,-0.21182040708711053,-0.19868491835513977,-0.3219917814178868,0.507321609220453,-1.644146142260163,0.9859800835411525,-0.3223807999372397,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
5601,-0.2700497392715297,-0.3716818851778738,-0.13704849144973022,-0.4043017363972956,-0.21182040708711053,-0.3629287916350918,-0.10013475850213562,0.507321609220453,-0.26848345254405753,0.9542997147618885,1.450948513003482,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
6503,-0.31337867875069664,-0.3509679942948172,-0.4122990428365101,-0.2929989042224578,2.169510298766704,-1.5903426833508618,-1.0028331494188767,0.507321609220453,0.010944773046298921,0.3422349899465133,-0.5008706096274521,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
318,-0.31337867875069664,-0.37675467478188773,-0.5805493798785654,-0.26514523064302603,-0.21182040708711053,0.17086379652475212,-0.25721458840522116,-2.5643129855847966,0.170781888654514,1.2816635254809472,0.6246068014747211,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
1172,-0.14006292083402877,-0.13791083092623407,-0.01342324380144445,-0.387522414963903,1.39605809476087,-0.10022689754484605,-0.3731521470705326,-1.5404347873163802,0.510787651210541,0.6345391925498531,0.34309972508058956,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
9087,-0.31337867875069664,-0.360056742335342,-1.1205504616182969,-0.4747748864175447,-0.02305129466236054,-0.3969255073408882,-0.82430681642376,0.507321609220453,-1.47096320095211,1.60184645261004,0.8747128928307596,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
3432,-0.31337867875069664,1.6301677123061045,1.1973291815992593,0.7138722439239896,-0.8670831004376252,-1.4940922414825029,1.7205323225850833,0.507321609220453,1.575221515035895,-0.5655131768086574,-0.11634626652940193,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
6978,-0.31337867875069664,-0.3771774072488889,-1.0825503854958713,-0.1134601648851566,-0.21182040708711053,1.6000504035333663,-0.3219917814178868,0.507321609220453,-1.4825365341761882,0.3519503030388207,-1.4869717187184406,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
2884,-0.31337867875069664,3.0391350248209603,-1.1133004470949395,-0.2563081213547726,-0.5926996781742163,-0.7209980960169226,-1.2946223071335867,0.507321609220453,-1.0455650067697764,-1.2443178785190154,-0.06401129146591336,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
8395,5.75267284833268,-0.3160925657672217,1.6820801526609905,-0.3254389256603502,-1.7010917675000712,1.1837010150844556,0.6810820797527146,0.507321609220453,0.39922488950095836,-0.8717567416748737,-0.3278897446807648,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
4632,-0.31337867875069664,-0.08443517385058774,0.24245226877291448,-0.12061934203007078,-0.03808600273158838,-0.4220919072789455,-0.27413835955267435,0.507321609220453,2.4838845695209533,-0.5988831652561486,-0.3890390313338931,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
9332,3.369581176978496,-0.3759092098478854,0.11195200735247934,-0.0197196891439364,-0.21182040708711053,-0.960299653322659,-0.3219917814178868,0.507321609220453,0.3079936591309726,-0.5587546981357479,-1.2401709942085173,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
889,-0.2267207997923627,-0.3740069137463802,-0.14061099858620763,-0.3945697299659279,-1.1059679064264678,-0.21590403410223158,0.030294994996339756,-2.5643129855847966,-0.40100333117291687,0.795475465948513,0.10676599558336353,-0.9679638654494285,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
3454,-0.31337867875069664,-0.3769660410153883,-0.47342416528343806,-0.26346729849968675,-0.21182040708711053,-0.07947565549065866,-0.3219917814178868,0.507321609220453,0.10770200937012384,-0.16760774494110472,-0.10973553283717195,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
6555,-0.31337867875069664,-0.13114711145421556,1.0480788826184169,0.8052636146645349,1.4073341258127912,-1.9400231877533403,2.3491434313551403,0.507321609220453,2.6898064894989213,1.0214620965739278,1.3011052159796,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
1734,-0.09673398135486179,-0.001790976551861573,-0.22029865821793884,-0.5304822335764082,-0.6499150949932224,1.1960634571592907,-0.3299673517287555,-0.5165565890479636,1.0515021205805366,-0.3336128773444468,-0.06401129146591336,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
7104,-0.31337867875069664,-0.376120576081386,-0.5792993773745382,-0.25485391349721187,-0.21182040708711053,1.2852496464134582,-1.489148412276727,0.507321609220453,-1.0892517330840896,0.3929235799933353,-1.2787336074131928,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
1417,-0.18339186031319574,-0.32095398913773504,0.0253268338233974,-0.32722871994657876,0.18075252583161752,-0.047686518726796814,-0.3219917814178868,-1.5404347873163802,0.042328316293574024,0.8406727920735962,-0.4083203379362306,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
7017,0.4665422318743089,-0.28946042034614883,0.0460768753902482,-0.2049633977685911,-0.7919095600914857,-0.2746256339576982,-0.3219917814178868,0.507321609220453,0.32884651178696933,-0.4920147212407654,-1.5789710959353094,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
873,-0.010076102396527844,-0.35625215013233164,-1.2094256396546277,-0.7187462200590736,-1.1059679064264678,1.1285115415360847,-0.7688182449316794,-2.5643129855847966,-0.23365918860854293,0.795475465948513,0.10676599558336353,-0.9679638654494285,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
6288,-0.31337867875069664,1.1499436297927903,-0.6652995496516065,-0.28874814279266503,-0.32207493292811484,-0.6768465171782257,-0.3219917814178868,0.507321609220453,-0.31456825691381035,-0.7509489353966146,-0.49040361461475435,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
6044,-0.31337867875069664,0.6525988823659292,-0.9034250266687799,-0.08336924844793914,-0.48703909090992054,-0.6684577171988733,-0.7301075500081945,0.507321609220453,-0.9367131159054733,-1.563233590896937,-0.449637423512669,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,-1.1205530320981514
5585,-0.31337867875069664,0.02230477406720437,1.5062048003443698,0.919474862554494,1.1417209499230987,-1.9351665140810836,1.6307585250615242,0.507321609220453,3.1515929115659693,1.0501856309337936,0.9496345413427009,-0.9679638654494285,-0.46493857536253186,1.8317346755015234,-0.19805472725301054,1.8690618155867884,-1.1205530320981514
4812,0.4232132923951419,-0.242748482742521,0.5248278344326491,-0.3822648942481066,-1.0044836269591797,0.5960435007414017,-0.1760972025605318,0.507321609220453,-0.10218195261248345,-1.8103404673751944,-0.3278897446807648,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
430,-0.2267207997923627,-0.38711162022341605,1.0672039209300324,-0.17062171990158084,-0.21182040708711053,-0.484345633441508,-1.489148412276727,-2.5643129855847966,0.12094357080668176,-0.3302336380079919,-0.777419635752411,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
773,2.2430287505201547,-0.36766592674136284,0.3435774713487114,0.05925498373589828,-0.21182040708711053,-0.5156932544169827,-0.47994697879411646,-2.5643129855847966,1.5562454191189379,0.4926111404187517,-3.1468167699425464,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
8859,5.75267284833268,-0.3395542176857859,1.3993295862500479,-0.28874814279266503,-1.6434587199013644,1.0247553312651476,0.6810820797527146,0.507321609220453,0.408191616143037,-0.4787089663534747,-0.3278897446807648,-0.9679638654494285,2.1508217493466932,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
516,-0.18339186031319574,-0.27783527750361703,0.17295212954900457,-0.22409182420265872,-0.21182040708711053,-0.8821513587781656,-0.17959867245310832,-2.5643129855847966,2.009690700123587,-0.11565194014311228,0.08142484976314852,1.0330964157796294,-0.46493857536253186,-0.5459305943019302,-0.19805472725301054,-0.5350277832764199,0.8924164866410428
